"age","job","marital","education","default","housing","loan","contact","label"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"60-","admin.","married","primary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"60-","technician","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","yes","no","cellular","no"
"60-","admin.","married","tertiary","no","no","no","cellular","yes"
"30-","technician","divorced","secondary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","no"
"50-","housemaid","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","yes","cellular","no"
"40-","management","married","tertiary","no","no","yes","cellular","no"
"60-","management","divorced","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","yes","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"50-","management","single","tertiary","yes","no","yes","cellular","no"
"30-","technician","single","secondary","no","no","yes","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","no"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","yes","cellular","no"
"60-","technician","divorced","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","yes"
"60-","technician","single","secondary","no","no","no","cellular","no"
"60-","technician","married","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","yes","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","married","secondary","no","no","no","cellular","no"
"50-","technician","divorced","secondary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","yes"
"30-","services","single","tertiary","no","no","yes","cellular","yes"
"60-","services","married","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","yes","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"60-","retired","married","primary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"30-","technician","married","secondary","no","yes","no","cellular","no"
"60-","self-employed","single","secondary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","self-employed","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"60-","retired","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"30-","technician","single","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","unknown","no","no","no","cellular","yes"
"60-","management","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","no","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","no"
"60-","services","married","primary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","entrepreneur","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","divorced","tertiary","no","no","no","cellular","no"
"50-","housemaid","married","primary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"60-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","no"
"40-","services","married","secondary","no","yes","yes","cellular","no"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"60-","retired","married","primary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"50-","technician","divorced","secondary","no","no","no","cellular","no"
"30-","services","married","secondary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"50-","management","divorced","tertiary","no","yes","no","telephone","no"
"40-","management","single","tertiary","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","no"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"40-","technician","divorced","tertiary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
